"GEOID","NAME","POPW_E","POPW_M","W0_E","W0_M","W1_E","W1_M","W2_E","W2_M","W3_E","W3_M","OCCP_E","OCCP_M","OCCP_1_E","OCCP_1_M","OCCP_2_E","OCCP_2_M","OCCP_3_E","OCCP_3_M","OCCP_4_E","OCCP_4_M","OCCP_5_E","OCCP_5_M","OCCP_6_E","OCCP_6_M"
"41057960102","Census Tract 9601.02; Tillamook County; Oregon",845,155,419,102,189,70,217,88,20,20,681,186,163,77,211,93,141,69,133,73,33,23,0,13
"41057960200","Census Tract 9602; Tillamook County; Oregon",1222,150,516,77,361,74,333,118,12,12,1085,227,335,99,218,76,231,92,115,46,181,94,5,8
"41057960300","Census Tract 9603; Tillamook County; Oregon",1272,152,452,124,493,103,293,95,34,27,1234,207,468,161,217,86,202,70,177,88,170,50,0,13
"41057960401","Census Tract 9604.01; Tillamook County; Oregon",1063,120,306,99,372,126,352,119,33,40,1235,262,633,195,188,103,138,82,152,85,124,96,0,13
"41057960402","Census Tract 9604.02; Tillamook County; Oregon",1669,181,659,147,526,157,426,130,58,50,1696,295,387,157,536,191,360,164,126,79,287,142,0,13
"41057960500","Census Tract 9605; Tillamook County; Oregon",869,137,261,70,285,76,301,121,22,25,895,201,260,122,206,82,202,119,119,95,108,43,0,13
"41057960600","Census Tract 9606; Tillamook County; Oregon",1140,197,587,196,342,96,179,83,32,33,868,196,417,156,104,77,169,78,97,55,81,69,0,13
"41057960700","Census Tract 9607; Tillamook County; Oregon",1231,217,526,140,310,116,359,167,36,46,1102,296,366,162,338,166,118,65,202,74,78,49,0,13
"41057960800","Census Tract 9608; Tillamook County; Oregon",1174,184,449,141,414,145,218,98,93,86,1223,307,331,114,402,190,234,115,129,87,127,96,0,13
"41057990100","Census Tract 9901; Tillamook County; Oregon",0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
"41059940000","Census Tract 9400; Umatilla County; Oregon",974,95,322,57,339,61,210,39,103,42,1206,218,393,75,321,104,220,79,134,34,135,71,3,6
"41059950100","Census Tract 9501; Umatilla County; Oregon",1942,256,737,194,551,150,627,175,27,24,1953,350,667,178,656,247,245,97,161,90,224,92,0,13
"41059950201","Census Tract 9502.01; Umatilla County; Oregon",1150,170,307,146,371,145,306,84,166,108,1678,349,455,154,430,146,338,146,159,129,296,141,0,13
"41059950202","Census Tract 9502.02; Umatilla County; Oregon",1333,275,556,235,558,219,156,79,63,63,1248,274,142,88,279,195,355,167,223,131,249,143,0,13
"41059950300","Census Tract 9503; Umatilla County; Oregon",1183,160,356,94,499,143,267,83,61,32,1374,239,438,111,353,177,196,73,297,111,90,51,0,13
"41059950400","Census Tract 9504; Umatilla County; Oregon",1676,186,604,144,345,111,486,110,241,81,2083,274,788,177,550,225,433,176,116,75,196,87,0,19
"41059950500","Census Tract 9505; Umatilla County; Oregon",1914,149,718,131,412,129,720,150,64,58,2178,330,814,209,609,200,392,143,209,96,154,94,0,13
"41059950601","Census Tract 9506.01; Umatilla County; Oregon",1247,221,356,182,465,157,344,159,82,74,1395,268,389,143,328,120,331,150,193,100,154,110,0,13
"41059950602","Census Tract 9506.02; Umatilla County; Oregon",1175,158,441,160,332,142,374,150,28,37,1189,233,563,183,157,94,240,89,44,57,185,107,0,13
"41059950700","Census Tract 9507; Umatilla County; Oregon",960,124,255,88,335,117,287,113,83,58,1198,216,250,97,306,138,291,90,104,96,247,94,0,13
"41059950800","Census Tract 9508; Umatilla County; Oregon",1923,231,623,186,543,230,745,282,12,20,2129,475,711,256,201,161,319,177,518,222,380,209,0,19
"41059950900","Census Tract 9509; Umatilla County; Oregon",2023,277,430,155,811,254,768,224,14,22,2576,420,582,250,424,222,644,298,412,207,514,182,0,19
"41059951000","Census Tract 9510; Umatilla County; Oregon",2125,166,823,221,484,164,621,139,197,110,2489,392,819,290,435,197,482,167,318,142,434,207,1,6
"41059951100","Census Tract 9511; Umatilla County; Oregon",2220,236,529,190,826,224,644,206,221,109,2862,536,780,256,258,133,553,266,712,285,559,307,0,19
"41059951201","Census Tract 9512.01; Umatilla County; Oregon",1848,226,381,127,585,196,508,192,374,193,3032,672,662,304,498,237,664,302,523,225,685,274,0,19
"41059951202","Census Tract 9512.02; Umatilla County; Oregon",1394,177,180,85,561,188,534,154,119,71,2128,305,390,160,473,250,481,162,366,165,418,154,0,13
"41059951300","Census Tract 9513; Umatilla County; Oregon",1427,190,355,77,685,170,287,96,100,41,1605,261,376,152,253,97,371,108,265,103,340,105,0,13
"41059951400","Census Tract 9514; Umatilla County; Oregon",908,138,324,100,266,75,264,80,54,39,987,196,401,143,250,83,160,69,60,38,116,56,0,13
"41061970100","Census Tract 9701; Union County; Oregon",1305,144,566,114,332,83,354,82,53,42,1259,179,344,83,269,89,199,57,196,64,251,69,0,13
"41061970200","Census Tract 9702; Union County; Oregon",1502,138,526,96,385,95,514,126,77,48,1579,200,479,116,322,102,372,117,190,98,216,84,0,13
"41061970300","Census Tract 9703; Union County; Oregon",967,96,355,59,301,76,241,54,70,30,1048,123,350,82,165,52,223,58,160,58,150,48,0,13
"41061970400","Census Tract 9704; Union County; Oregon",1186,107,479,86,337,99,350,110,20,26,1115,199,362,115,305,98,188,99,106,61,154,69,0,13
"41061970500","Census Tract 9705; Union County; Oregon",1270,130,414,108,405,109,392,138,59,41,1320,204,285,109,278,93,280,99,202,106,275,97,0,13
"41061970600","Census Tract 9706; Union County; Oregon",1514,175,306,79,611,154,506,111,91,60,1938,258,784,156,304,112,429,175,186,112,235,106,0,13
"41061970700","Census Tract 9707; Union County; Oregon",1293,144,366,105,564,143,238,128,125,85,1443,272,389,127,592,211,164,84,85,52,208,101,5,7
"41061970800","Census Tract 9708; Union County; Oregon",1663,176,695,144,471,115,394,101,103,37,1602,204,552,143,280,88,351,101,97,57,322,108,0,13
"41063960100","Census Tract 9601; Wallowa County; Oregon",973,128,394,99,337,87,229,71,13,17,819,164,437,129,101,57,139,61,81,52,61,35,0,13
"41063960200","Census Tract 9602; Wallowa County; Oregon",833,99,179,45,467,100,159,49,28,17,893,122,238,62,157,35,183,78,196,62,119,50,0,13
"41063960300","Census Tract 9603; Wallowa County; Oregon",1465,138,540,109,417,129,424,95,84,45,1572,222,681,145,318,103,318,90,171,86,84,66,0,13
"41065970100","Census Tract 9701; Wasco County; Oregon",1507,157,517,108,499,139,389,108,102,49,1738,230,756,218,318,113,315,88,216,86,133,58,0,13
"41065970200","Census Tract 9702; Wasco County; Oregon",1270,168,380,116,496,161,270,73,124,60,1472,241,583,171,289,98,211,71,212,86,177,70,0,13
"41065970300","Census Tract 9703; Wasco County; Oregon",1149,151,312,104,425,128,303,124,109,63,1371,231,553,169,282,133,192,77,254,124,90,78,0,13
"41065970400","Census Tract 9704; Wasco County; Oregon",1283,172,346,103,546,160,345,139,46,38,1372,261,466,159,296,110,309,154,216,86,85,65,0,13
"41065970500","Census Tract 9705; Wasco County; Oregon",1546,181,602,146,538,147,262,106,144,104,1466,259,360,134,280,99,399,173,160,90,267,120,0,13
"41065970600","Census Tract 9706; Wasco County; Oregon",1116,135,367,107,378,89,284,103,87,64,1273,217,510,149,180,88,257,99,147,85,179,94,0,13
"41065970700","Census Tract 9707; Wasco County; Oregon",778,113,256,75,208,77,266,85,48,26,1165,215,332,103,140,72,171,55,304,249,218,189,0,13
"41065970800","Census Tract 9708; Wasco County; Oregon",1839,171,782,122,582,133,364,92,111,49,1710,231,705,147,211,66,290,93,310,111,194,77,0,13
"41067030103","Census Tract 301.03; Washington County; Oregon",2339,224,367,98,1112,238,747,202,113,85,2966,369,1630,307,313,178,470,193,86,94,467,241,0,13
"41067030104","Census Tract 301.04; Washington County; Oregon",1585,106,323,127,568,172,575,172,119,77,2194,346,1335,237,235,134,389,163,101,99,134,98,0,13
"41067030105","Census Tract 301.05; Washington County; Oregon",1683,335,391,298,775,174,465,137,52,39,1856,275,983,232,279,122,360,141,63,69,171,101,0,13
"41067030106","Census Tract 301.06; Washington County; Oregon",1551,376,434,228,386,111,650,302,81,48,2002,639,1621,622,71,58,219,95,22,24,69,66,0,19
"41067030200","Census Tract 302; Washington County; Oregon",2646,229,427,132,1197,244,846,203,176,70,3575,327,1881,333,478,161,596,168,116,81,504,257,0,19
"41067030300","Census Tract 303; Washington County; Oregon",1876,169,389,88,734,144,611,145,142,63,2484,300,1444,180,321,141,459,132,90,59,170,103,0,13
"41067030401","Census Tract 304.01; Washington County; Oregon",2088,229,717,218,844,227,501,158,26,25,2050,370,974,302,314,192,513,185,99,92,150,110,0,13
"41067030402","Census Tract 304.02; Washington County; Oregon",2121,208,613,159,662,187,750,261,96,87,2504,422,1364,354,166,116,849,291,22,38,103,77,0,13
"41067030501","Census Tract 305.01; Washington County; Oregon",2488,456,691,201,1008,429,701,184,88,64,2823,478,1613,470,351,155,462,178,254,223,143,83,0,19
"41067030502","Census Tract 305.02; Washington County; Oregon",2060,287,385,97,937,286,674,178,64,48,2505,391,1471,345,199,87,453,178,143,84,239,133,0,13
"41067030600","Census Tract 306; Washington County; Oregon",2349,179,783,187,735,224,789,242,42,37,2540,481,1417,259,389,164,373,230,77,78,284,191,0,19
"41067030700","Census Tract 307; Washington County; Oregon",901,138,254,71,399,141,223,81,25,22,925,186,354,120,147,71,201,66,72,55,151,56,0,13
"41067030801","Census Tract 308.01; Washington County; Oregon",2602,219,730,190,897,191,712,194,263,118,3313,457,1662,304,211,114,679,216,260,147,501,195,0,19
"41067030803","Census Tract 308.03; Washington County; Oregon",2856,284,1480,264,598,182,568,173,210,140,2410,481,1056,291,381,275,724,208,170,103,79,69,0,19
"41067030805","Census Tract 308.05; Washington County; Oregon",1791,154,526,95,726,127,441,103,98,64,1941,275,967,168,266,147,494,140,49,40,165,87,0,13
"41067030806","Census Tract 308.06; Washington County; Oregon",1049,107,158,67,395,91,420,97,76,46,1529,221,790,142,194,103,324,109,92,63,129,69,0,13
"41067030900","Census Tract 309; Washington County; Oregon",2332,241,277,127,1046,288,834,251,175,89,3490,422,1388,443,655,236,883,263,205,130,359,144,0,19
"41067031005","Census Tract 310.05; Washington County; Oregon",2065,169,382,148,821,211,663,197,199,120,2931,501,1265,303,351,178,599,170,481,247,178,109,57,82
"41067031007","Census Tract 310.07; Washington County; Oregon",1195,188,225,75,333,126,547,208,90,63,1720,368,1010,256,97,76,458,167,61,65,94,69,0,13
"41067031008","Census Tract 310.08; Washington County; Oregon",1966,319,482,152,750,335,526,148,208,100,2551,434,1291,352,356,243,467,167,164,95,273,177,0,13
"41067031009","Census Tract 310.09; Washington County; Oregon",1917,217,290,94,553,172,948,271,126,81,2845,500,1764,342,162,89,708,285,91,86,120,85,0,13
"41067031010","Census Tract 310.10; Washington County; Oregon",1171,176,545,113,291,144,241,123,94,135,972,335,505,143,246,237,164,88,0,13,57,55,0,13
"41067031011","Census Tract 310.11; Washington County; Oregon",1627,224,332,135,758,169,513,230,24,30,1931,486,690,162,358,134,358,226,364,309,161,102,0,13
"41067031012","Census Tract 310.12; Washington County; Oregon",1420,156,357,116,326,125,611,166,126,104,2056,433,801,297,497,254,431,216,152,94,175,103,0,13
"41067031100","Census Tract 311; Washington County; Oregon",1331,166,308,107,474,118,414,169,135,56,1821,278,706,167,386,137,341,123,133,82,255,107,0,13
"41067031201","Census Tract 312.01; Washington County; Oregon",1479,264,430,167,570,146,414,217,65,65,1827,605,675,289,319,256,321,169,280,279,232,128,0,13
"41067031202","Census Tract 312.02; Washington County; Oregon",1804,221,412,105,726,207,644,223,22,39,2124,413,706,284,505,155,380,146,269,197,248,188,16,27
"41067031301","Census Tract 313.01; Washington County; Oregon",1198,166,305,157,539,106,298,112,56,49,1463,266,501,186,182,83,379,126,142,110,243,99,16,25
"41067031302","Census Tract 313.02; Washington County; Oregon",2138,289,218,110,1009,269,758,229,153,103,3046,546,1499,371,468,193,629,357,105,73,345,155,0,13
"41067031402","Census Tract 314.02; Washington County; Oregon",1281,155,178,91,487,108,497,148,119,66,1849,281,784,171,387,156,357,120,129,103,183,120,9,15
"41067031403","Census Tract 314.03; Washington County; Oregon",1846,220,358,119,869,251,556,142,63,52,2238,333,1181,217,187,97,352,123,314,147,204,187,0,13
"41067031404","Census Tract 314.04; Washington County; Oregon",2421,284,669,292,589,234,868,174,295,204,3198,459,1449,313,802,213,605,276,138,113,204,121,0,19
"41067031504","Census Tract 315.04; Washington County; Oregon",2796,305,552,135,923,252,1034,324,287,149,4154,777,1366,216,942,467,1112,532,365,269,369,162,0,19
"41067031506","Census Tract 315.06; Washington County; Oregon",1381,115,235,77,567,121,517,93,62,31,1869,166,925,147,152,87,467,146,120,58,205,79,0,13
"41067031507","Census Tract 315.07; Washington County; Oregon",2174,213,534,200,837,189,731,206,72,56,2639,382,1511,264,289,121,481,205,145,110,213,107,0,19
"41067031509","Census Tract 315.09; Washington County; Oregon",3540,253,323,118,1696,318,1343,262,178,111,4910,545,3142,389,578,295,765,205,158,118,250,157,17,27
"41067031511","Census Tract 315.11; Washington County; Oregon",1005,53,209,59,384,85,360,83,52,35,1276,135,848,120,118,57,186,58,37,29,87,63,0,13
"41067031514","Census Tract 315.14; Washington County; Oregon",2897,234,671,127,1423,306,647,169,156,80,3244,357,2036,290,308,130,755,254,22,35,123,80,0,19
"41067031515","Census Tract 315.15; Washington County; Oregon",1649,208,278,81,381,102,868,246,122,71,2557,462,1876,377,190,88,329,108,21,26,141,163,0,19
"41067031516","Census Tract 315.16; Washington County; Oregon",1444,144,134,78,511,104,663,149,136,80,2313,263,1731,261,173,95,248,82,73,76,88,56,0,13
"41067031517","Census Tract 315.17; Washington County; Oregon",1566,162,223,85,663,177,556,152,124,56,2224,281,1386,307,237,122,211,124,108,74,282,135,0,13
"41067031518","Census Tract 315.18; Washington County; Oregon",1143,186,161,79,379,126,401,122,202,131,1761,393,1081,373,195,80,322,152,58,55,105,76,0,13
"41067031519","Census Tract 315.19; Washington County; Oregon",2418,276,220,98,1151,280,864,208,183,100,3455,410,2909,347,97,75,245,95,49,58,155,98,0,19
"41067031520","Census Tract 315.20; Washington County; Oregon",2117,360,71,49,711,294,1169,354,166,88,3667,699,2886,688,196,110,369,164,55,45,161,96,0,19
"41067031606","Census Tract 316.06; Washington County; Oregon",2025,199,449,153,595,185,602,178,379,108,3175,487,1083,335,682,203,596,208,346,145,468,241,0,19
"41067031612","Census Tract 316.12; Washington County; Oregon",1728,273,219,122,642,184,666,305,201,163,2668,697,1108,215,649,324,384,122,362,281,165,77,0,13
"41067031614","Census Tract 316.14; Washington County; Oregon",1957,299,231,84,736,288,697,179,293,65,3203,435,1600,363,343,130,425,112,160,56,675,180,0,19
"41067031615","Census Tract 316.15; Washington County; Oregon",1710,214,350,131,692,183,578,139,90,53,2216,261,972,200,329,101,398,118,219,86,298,97,0,13
"41067031616","Census Tract 316.16; Washington County; Oregon",1897,212,367,93,921,147,504,205,105,61,2229,331,1018,293,340,130,453,141,229,99,189,85,0,13
"41067031617","Census Tract 316.17; Washington County; Oregon",2491,276,248,158,962,195,1148,250,133,75,3798,525,2091,391,296,175,842,214,175,104,394,188,0,19
"41067031618","Census Tract 316.18; Washington County; Oregon",2092,178,430,162,733,235,755,221,174,96,2881,385,1433,361,287,161,595,221,57,61,509,304,0,19
"41067031619","Census Tract 316.19; Washington County; Oregon",1571,280,275,99,573,216,496,223,227,149,2175,439,692,175,479,238,343,200,375,220,286,152,0,13
"41067031620","Census Tract 316.20; Washington County; Oregon",1647,148,262,71,673,145,655,184,57,42,2190,326,1204,235,248,163,446,172,98,85,194,109,0,13
"41067031621","Census Tract 316.21; Washington County; Oregon",1633,171,309,82,593,140,550,167,181,122,2171,317,1133,278,214,144,558,158,60,37,206,109,0,13
"41067031622","Census Tract 316.22; Washington County; Oregon",1292,208,224,144,514,199,482,123,72,74,1763,333,1169,264,165,110,202,96,105,105,122,76,0,13
"41067031623","Census Tract 316.23; Washington County; Oregon",1767,358,437,255,511,141,717,300,102,71,2491,597,1039,344,246,122,676,342,48,42,482,312,0,13
"41067031624","Census Tract 316.24; Washington County; Oregon",1660,197,260,71,637,140,524,170,239,95,2591,508,1109,356,549,280,559,234,190,106,184,92,0,13
"41067031625","Census Tract 316.25; Washington County; Oregon",2571,271,450,222,1267,303,662,231,192,137,3286,464,1732,384,443,261,626,237,178,162,307,203,0,19
"41067031626","Census Tract 316.26; Washington County; Oregon",1783,307,248,143,976,344,496,182,63,76,2202,472,1064,335,359,229,602,288,25,40,152,90,0,13
"41067031703","Census Tract 317.03; Washington County; Oregon",1892,281,270,88,552,166,673,138,397,258,3219,657,814,152,597,235,839,260,439,267,530,127,0,19
"41067031705","Census Tract 317.05; Washington County; Oregon",1643,149,266,93,635,149,523,124,219,110,2443,402,822,143,600,283,344,144,295,132,382,133,0,13
"41067031706","Census Tract 317.06; Washington County; Oregon",1937,202,369,145,814,200,518,142,236,137,2636,390,1131,282,348,132,524,156,209,126,424,137,0,19
"41067031707","Census Tract 317.07; Washington County; Oregon",2051,281,404,82,778,288,733,180,136,84,2827,361,1353,283,508,274,558,125,108,88,300,117,0,19
"41067031708","Census Tract 317.08; Washington County; Oregon",1059,137,316,107,269,92,338,142,136,130,1422,437,364,156,367,222,302,131,166,192,223,137,0,13
"41067031804","Census Tract 318.04; Washington County; Oregon",2662,351,279,117,1054,297,1060,264,269,205,3867,674,1839,599,439,236,620,192,380,131,589,257,0,19
"41067031806","Census Tract 318.06; Washington County; Oregon",2170,249,527,174,802,245,605,168,236,132,2845,404,1528,264,460,166,438,146,183,137,236,164,0,19
"41067031807","Census Tract 318.07; Washington County; Oregon",1575,153,563,143,607,130,279,80,126,62,1672,208,791,147,272,118,378,102,59,55,172,106,0,13
"41067031813","Census Tract 318.13; Washington County; Oregon",2451,255,394,176,950,225,1011,185,96,69,3259,316,1997,260,243,181,746,266,97,70,176,104,0,19
"41067031814","Census Tract 318.14; Washington County; Oregon",1404,133,200,64,505,133,464,104,235,108,2289,398,1219,160,314,161,527,204,40,31,189,85,0,13
"41067031816","Census Tract 318.16; Washington County; Oregon",1321,106,219,74,509,142,500,112,93,54,1836,231,976,221,147,91,549,182,14,23,150,108,0,13
"41067031817","Census Tract 318.17; Washington County; Oregon",1145,158,171,80,409,97,386,169,179,90,1762,307,976,212,247,114,359,202,78,55,102,67,0,13
"41067031818","Census Tract 318.18; Washington County; Oregon",1751,241,180,69,927,216,593,227,51,55,2313,458,1146,308,141,98,622,218,28,34,376,178,0,13
"41067031819","Census Tract 318.19; Washington County; Oregon",1034,69,109,49,451,134,421,121,53,59,1498,181,857,219,116,100,480,197,0,13,45,53,0,13
"41067031820","Census Tract 318.20; Washington County; Oregon",1225,103,205,88,554,134,409,117,57,44,1567,203,979,189,151,84,318,122,64,67,55,44,0,13
"41067031821","Census Tract 318.21; Washington County; Oregon",1625,254,451,210,313,102,622,202,239,113,2293,412,1120,244,341,137,580,218,16,27,236,131,0,13
"41067031904","Census Tract 319.04; Washington County; Oregon",1116,176,277,98,288,99,440,177,111,59,1565,355,812,210,102,86,397,193,99,65,155,101,0,13
"41067031909","Census Tract 319.09; Washington County; Oregon",1998,131,103,58,606,124,1040,134,249,106,3594,377,1873,242,554,215,567,145,123,69,477,164,0,19
"41067031911","Census Tract 319.11; Washington County; Oregon",2551,374,517,221,874,202,848,321,312,175,3610,658,1641,395,654,282,877,355,191,116,247,104,0,19
"41067031912","Census Tract 319.12; Washington County; Oregon",1671,247,238,77,577,147,803,245,53,38,2344,425,1281,404,316,111,456,146,108,69,183,88,0,13
"41067031913","Census Tract 319.13; Washington County; Oregon",736,101,131,66,216,84,292,96,97,72,1165,229,672,111,140,76,187,79,20,23,146,113,0,13
"41067031914","Census Tract 319.14; Washington County; Oregon",2708,227,1732,278,449,142,513,193,14,22,1523,381,655,204,92,72,514,203,60,45,202,114,0,13
"41067031915","Census Tract 319.15; Washington County; Oregon",1710,317,146,56,836,322,624,130,104,65,2458,392,1550,353,269,122,248,107,77,58,314,157,0,13
"41067031916","Census Tract 319.16; Washington County; Oregon",1406,158,273,112,343,123,720,184,70,50,2014,317,1264,259,303,158,348,147,6,18,93,74,0,13
"41067031917","Census Tract 319.17; Washington County; Oregon",1644,269,514,205,394,150,584,142,152,101,2223,526,1332,311,186,174,391,159,39,44,275,144,0,13
"41067031918","Census Tract 319.18; Washington County; Oregon",1815,193,289,107,748,189,692,185,86,56,2367,370,1374,284,313,110,364,144,77,62,239,129,0,13
"41067032001","Census Tract 320.01; Washington County; Oregon",2258,217,707,197,554,162,783,166,214,100,2737,376,907,235,729,274,723,172,143,91,235,126,0,19
"41067032003","Census Tract 320.03; Washington County; Oregon",1950,202,370,116,1023,188,455,146,102,74,2334,314,662,128,611,249,462,128,210,117,389,115,0,13
"41067032004","Census Tract 320.04; Washington County; Oregon",892,148,174,46,367,128,291,87,60,33,1117,196,418,122,126,62,276,66,147,98,150,47,0,13
"41067032005","Census Tract 320.05; Washington County; Oregon",2089,229,227,79,922,245,797,166,143,81,2958,331,892,163,741,230,623,199,186,89,516,178,0,13
"41067032104","Census Tract 321.04; Washington County; Oregon",1844,172,281,102,684,146,597,152,282,141,2900,481,1336,239,295,91,872,361,116,75,281,108,0,19
"41067032107","Census Tract 321.07; Washington County; Oregon",769,119,170,38,257,57,215,55,127,112,1148,329,559,106,295,271,167,52,36,27,91,44,0,13
"41067032108","Census Tract 321.08; Washington County; Oregon",1529,145,281,78,508,108,652,136,88,55,2154,291,1339,222,133,61,460,132,73,52,149,74,0,13
"41067032109","Census Tract 321.09; Washington County; Oregon",986,76,155,39,310,65,442,83,79,35,1520,183,948,117,141,51,342,91,37,26,45,28,7,11
"41067032110","Census Tract 321.10; Washington County; Oregon",847,122,104,46,347,91,357,97,39,31,1236,247,598,135,130,48,214,84,167,133,127,68,0,13
"41067032111","Census Tract 321.11; Washington County; Oregon",964,84,140,49,247,77,405,106,172,105,1724,332,993,185,276,181,224,64,108,89,123,71,0,13
"41067032112","Census Tract 321.12; Washington County; Oregon",2524,294,564,232,767,189,1030,220,163,73,3415,448,1509,310,299,128,1150,327,63,72,355,156,39,60
"41067032201","Census Tract 322.01; Washington County; Oregon",1723,251,188,86,796,265,640,139,99,57,2356,275,1366,240,190,98,477,140,91,83,232,166,0,19
"41067032202","Census Tract 322.02; Washington County; Oregon",1154,94,251,114,292,104,559,119,52,43,1666,260,802,200,91,66,449,144,213,108,111,77,0,13
"41067032301","Census Tract 323.01; Washington County; Oregon",353,91,96,44,120,70,79,65,58,47,499,172,149,73,39,31,121,90,131,62,59,51,0,13
"41067032302","Census Tract 323.02; Washington County; Oregon",2303,405,387,313,756,167,1108,258,52,46,3088,467,2032,346,230,109,418,199,164,87,244,124,0,19
"41067032404","Census Tract 324.04; Washington County; Oregon",2573,266,603,156,889,197,760,189,321,96,3838,529,1488,423,876,319,655,163,473,201,346,132,0,19
"41067032407","Census Tract 324.07; Washington County; Oregon",2119,350,191,66,663,174,1007,365,258,134,3416,536,1447,255,947,388,610,203,199,89,213,115,0,19
"41067032409","Census Tract 324.09; Washington County; Oregon",1464,156,248,93,578,162,438,135,200,83,2154,312,431,144,477,182,540,155,286,225,420,166,0,13
"41067032410","Census Tract 324.10; Washington County; Oregon",1254,188,345,90,279,78,416,171,214,118,1969,531,641,313,546,306,291,108,231,88,260,105,0,13
"41067032411","Census Tract 324.11; Washington County; Oregon",1554,213,292,206,439,157,695,173,128,67,2247,270,1022,222,302,113,448,174,175,101,300,124,0,13
"41067032412","Census Tract 324.12; Washington County; Oregon",1613,189,298,94,416,131,689,193,210,124,2507,495,1152,320,326,217,469,184,155,92,405,167,0,13
"41067032413","Census Tract 324.13; Washington County; Oregon",1125,233,112,76,351,116,337,115,325,239,1747,474,844,148,129,73,526,273,42,37,206,247,0,13
"41067032414","Census Tract 324.14; Washington County; Oregon",1938,255,160,59,580,141,967,248,231,138,3180,447,2381,476,124,81,335,152,105,81,235,95,0,19
"41067032501","Census Tract 325.01; Washington County; Oregon",921,82,207,68,386,88,245,80,83,53,1197,195,430,117,273,134,149,60,93,60,252,87,0,13
"41067032502","Census Tract 325.02; Washington County; Oregon",1116,232,299,176,414,185,337,78,66,43,1282,203,518,118,127,56,304,82,174,97,159,70,0,13
"41067032503","Census Tract 325.03; Washington County; Oregon",1460,223,371,83,331,107,601,215,157,81,2158,514,663,154,551,349,381,148,224,189,339,144,0,13
"41067032603","Census Tract 326.03; Washington County; Oregon",2288,260,500,170,684,141,814,244,290,120,3350,552,1761,341,400,163,461,135,354,185,374,191,0,19
"41067032604","Census Tract 326.04; Washington County; Oregon",2209,241,561,153,611,216,805,247,232,133,3135,605,979,282,505,274,761,251,469,413,421,261,0,19
"41067032606","Census Tract 326.06; Washington County; Oregon",2221,193,812,234,858,228,318,123,233,165,2350,423,995,255,450,174,179,127,341,214,385,254,0,19
"41067032608","Census Tract 326.08; Washington County; Oregon",961,68,149,48,374,85,408,88,30,17,1343,173,632,101,117,52,336,130,151,86,107,48,0,13
"41067032609","Census Tract 326.09; Washington County; Oregon",875,83,66,35,429,102,295,66,85,38,1349,140,711,104,186,74,177,57,140,69,135,72,0,13
"41067032610","Census Tract 326.10; Washington County; Oregon",879,74,99,31,301,95,364,87,115,43,1444,130,533,99,229,74,321,97,127,67,234,85,0,13
"41067032611","Census Tract 326.11; Washington County; Oregon",1557,159,289,140,994,177,211,91,63,47,1612,284,1046,212,56,54,320,141,122,92,68,83,0,13
"41067032612","Census Tract 326.12; Washington County; Oregon",1652,265,246,78,864,214,314,90,228,195,2406,852,1518,229,319,395,428,437,131,96,10,17,0,13
"41067032700","Census Tract 327; Washington County; Oregon",2331,278,574,161,916,170,593,106,248,190,2924,562,1434,222,205,73,811,492,256,104,209,66,9,14
"41067032800","Census Tract 328; Washington County; Oregon",478,85,101,34,169,92,179,45,29,27,636,119,228,96,110,56,81,45,124,66,93,47,0,13
"41067032901","Census Tract 329.01; Washington County; Oregon",2310,353,339,121,1011,384,790,194,170,81,3142,473,1118,398,613,220,465,161,337,138,609,284,0,19
"41067032903","Census Tract 329.03; Washington County; Oregon",1155,203,280,111,404,166,398,192,73,63,1528,400,183,89,476,212,213,103,162,100,494,290,0,13
"41067032904","Census Tract 329.04; Washington County; Oregon",1497,182,149,102,470,159,555,202,323,151,2675,417,641,226,323,199,497,227,450,230,764,281,0,13
"41067033000","Census Tract 330; Washington County; Oregon",2170,250,528,126,849,263,651,193,142,79,2692,426,1184,230,376,159,623,263,374,136,135,75,0,19
"41067033101","Census Tract 331.01; Washington County; Oregon",1262,220,318,144,444,133,393,182,107,64,1704,387,811,323,346,162,302,125,144,101,101,63,0,13
"41067033102","Census Tract 331.02; Washington County; Oregon",1459,178,310,112,452,120,475,106,222,112,2192,351,571,196,370,138,432,130,271,175,527,152,21,32
"41067033201","Census Tract 332.01; Washington County; Oregon",1563,187,677,204,504,141,322,138,60,77,1484,369,403,243,370,168,199,142,281,204,231,113,0,13
"41067033202","Census Tract 332.02; Washington County; Oregon",1061,131,294,140,329,126,334,125,104,110,1763,445,596,244,300,157,402,155,93,78,372,239,0,13
"41067033301","Census Tract 333.01; Washington County; Oregon",2249,236,463,157,684,169,755,164,347,213,3481,670,1636,444,541,182,623,269,191,87,490,185,0,19
"41067033302","Census Tract 333.02; Washington County; Oregon",2003,164,459,118,633,162,611,146,300,105,2916,294,1581,252,478,118,478,148,120,54,259,98,0,19
"41067033400","Census Tract 334; Washington County; Oregon",846,80,287,67,205,64,249,76,105,35,1108,158,500,109,138,63,194,80,118,44,158,57,0,13
"41067033500","Census Tract 335; Washington County; Oregon",1536,207,381,199,622,126,433,91,100,35,1847,184,865,122,245,72,303,96,210,67,224,70,0,13
